label,message
0,issue #198: rename Header -> HeaderPair to harvest the names for new annotations
0,Upgrade to Jackson 2.9.9 <enter>  <enter> Closes gh-16910
3,Now includes filtering
0,Rewrite RxJava call adapter tests to be more understandable.
3,Ignore unit test CuratorZookeeperClientTest(no zk server)
1,Newine at end of file. Yes plz.
3,surefire and javadoc maven plugin updates
0,Added two simple tests for boolean assertArrayEquals
0,"Introduce intermediate storage for frame contents. <enter>  <enter> This eliminates the need to always send a frame for every FrameSink#write and to always send an empty frame for FrameSink#close. Now, we only emit bytes once Okio reports complete segments."
3,update default dependency to the latest version.
3,Using Response in readme instead of SimpleResponse
0,Pull request #182 && #483: Adding Parameter annotation for field parameters
0,upgrade version manually after merge 2.6.2-release
3,Correct map parameter type detection for query and field.
0,remote dubbo-all javadoc plugin (#2307) <enter>  <enter> * remote dubbo-all javadoc plugin <enter>  <enter> * add license to test source <enter>  <enter> * disable checkstyle and rat plugin
0,Added UT for dubbo-rpc-api module (#3010) <enter>  <enter> * Added UT for dubbo-rpc-api module <enter>  <enter> * Added apache license for runtime exception invoker
0,"Fix export provider error, change to catch throwable, handle NoClassDefFoundError (#6380)"
3,Style tweaks to new endpoint code.
0,"Use custom exception type when triggering mock failure. <enter>  <enter> Since we omit the stack trace, this more clearly indicates the source being from Retrofit's mock behavior."
0,"Switched classpath to Execution Environment J2SE 1.5, in hopes all developers will match that."
3,small optimization if-else
0,Ignore flatten related files. (#3885)
3,Hide more implementation details.
0,Remove usages of FrameworkMember as a raw type. (#1596)
0,Bump version to RC2.
0,Add spring annotation support for ConfigCenter.
0,"Fix isClosed() when a cache has not been initialized <enter>  <enter> isClosed() now means 'has close() been called', after <enter> commit ea565b2e30e15cd52ddfc2ddc6db4ea8f1c3de88 <enter> it meant 'has not been initialized or close() has been <enter> called'. <enter>  <enter> Introduced explicit closed state. Minor tweak to use <enter> initialized state to determine whether cleanup will <enter> do anything. Added a test."
0,Use new OkHttp's non-throwing close and a simpler body copy.
0,Include tasks with custom triggers in scheduledtasks endpoint output <enter>  <enter> Closes gh-15815
3,adjust format of generated stub
0,304 Not Modified overrides Content-Encoding and breaks cache (#3700) <enter>  <enter> * Added failing test for changing of content encoding from (gzip to identity) <enter> * Remove Content-Encoding IF it was not present otherwise revert it to the previously stored Content-Encoding
0,Android Additional Tests (#6420)
3,Provide a setter to set strict mode to false
0,add @SPI annotation (#6436)
0,Replace Math.min() with minOf (#5071) <enter>  <enter> * Replace Math.min() with minOf <enter>  <enter> * Fix
3,Bump Wire dependency.
0,Don't crash on IPv4-mapped IPv6 addresses <enter>  <enter> https://github.com/square/okhttp/issues/4451
0,change protoc compiler version to SNAPSHOT
3,Enable more checkstyle checks.
0,Upgrade to Jetty 9.2.14.v20151106 <enter>  <enter> Closes gh-4716
2,FailureList isn't public
0,"Better diagnotics when ESCF subclass breaks with custom management port <enter>  <enter> When a custom management.port is used, the child context is configured <enter> with an EmbeddedServletContainerFactory bean that has the same class <enter> as the parent context’s EmbeddedServletContainerFactory bean. This <enter> ensures that the child context uses the same type of embedded container <enter> as its parent when there are multiple embedded containers on the <enter> classpath. It also causes a failure when the custom <enter> EmbeddedServletContainerFactory subclass cannot be instantiated, for <enter> example because it’s an anonymous inner-class. <enter>  <enter> This commit improves the diagnostics so that we fail fast with an <enter> information exception message when we detect that the embedded servlet <enter> container factory bean’s class cannot be instantiated. <enter>  <enter> Closes gh-6193"
3,"Drop code for Android 2.3 through 4.4. <enter>  <enter> No more Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean or KitKat."
0,spelling: assert
1,Polishing
3,Extract iterable and array behavior from RequestAction.
0,"Re-work unresolvable type detection in parameters <enter>  <enter> In order to natively support Kotlin's 'suspend' modifier in the future, we need to allow wildcards to be used for the last parameter. As a result, we only validate the shape of a type once a Retrofit annotation is detected."
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1369 1a56cb94-b969-4eaa-88fa-be21384802f2
2,"AllTests passes, but Eclipse doesn't cal JUnitCore, so first attempt at dogfooding failed."
3,Set master version to 4.10.1 in build.xml
2,fix compiler bug
0,#2072: need javadoc and articles for spring annotation use. (#2076)
3,StatementInterceptor takes Object target <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
0,Clarify that errors start at 0% probability.
2,Fix single failing graal test (#6445)
3,Tolerate null-hostile lists in public API
3,Update to RxJava 1.3 and a stable Completable.
0,Save reports (#4821)
3,Reorder assignments to match order of parameters.
1,*** empty log message ***
2,supplementary change for pull request#1388
3,Escape closing curly braces for Android support.
0,Add UrlConnection Client. <enter>  <enter> Use this on Android 2.2 and prior and when on the JVM. <enter>  <enter> Also update our sample to use GitHub contributors rather than the Twitter API because the latter is shutting down and subject to lame rate limiting when on common networks. <enter>  <enter> Bump some dependencies to their latest versions.
0,Release websocket transmitter before failing response #4695
2,Fixed Service annotation method parameters are not in effect (#4598)
0,"[DUBBO-3137]: step3, remove constants completely. (#4053) <enter>  <enter> * [DUBBO-3137]: step3, start to use ConfigConstants, FilterConstants, and remove Constants.java completely. <enter>  <enter> * remove Constants imports"
2,"Fix flaky testRfc2109Response() <enter>  <enter> The time delta in the cookie max-age is rounded down, so is at most 59 seconds. Possibly a GC or some other hiccup can occasionally make it lower, so allow some room for error. <enter>  <enter> Fixes https://github.com/square/okhttp/issues/4733."
0,replace Random with ThreadLocalRandom (#2433)
3,Change Mailing list address
0,rename dubbo-ops to dubbo-admin (#3628)
0,"Use %n in string.format() (#1346) <enter>  <enter> In format strings, it is generally preferable better to use %n, which will produce the platform-specific line separator."
0,Reduce memory allocation during address change notification. (#5613) <enter>  <enter> 1. Merge registry notification events happened in a certain short interval. <enter> 2. cache URL instances to reduce string -> URL recreation <enter> 3. reduce allocation during export and refer at start up. <enter> 4. add frozen status for URL <enter> 5. use URLBuilder for unfrozen URLs
0,"Disable Log4J2's shutdown hook by default <enter>  <enter> Log4J2 enables its shutdown hook by default. When the JVM is exiting, <enter> this creates a race between logging that happens during the <enter> application context being closed and Log4J2 being shut down such that <enter> the logging is lost. <enter>  <enter> This commit updates SpringBootConfigurationFactory so that it <enter> produces a custom sub-class of DefaultConfiguration that disables the <enter> shutdown hook by default. In addition to solving the problem described <enter> above, this also aligns the Log4J2 logging system with the <enter> logging.register-shutdown-hook property which defaults to false. <enter>  <enter> Closes gh-11360"
0,Improve error handling in JDK upgrade checks <enter>  <enter> See gh-22110
3,"Replaced <br> with </p><p> in faq.html <enter>  <enter> @dsaff @kcooney, I have replaced the <br> tag with the <p> tags. It should be fine now. <enter> Thank you @kcooney for spotting the issue :)"
2,"Fix support for protobuf 3.5+, ExtensionRegistry cannot be null"
0,"Update view of bean types when an override is detected <enter>  <enter> Previously, when a bean was overridden and its type changes, <enter> BeanTypeRegistry could be left with a stale view of the bean's type. <enter> This would lead to incorrect bean condition evaluation as conditions <enter> would match or not match based on the bean's old type. <enter>  <enter> This commit updates the type registry to refresh its view of a bean's <enter> type when its definition changes. <enter>  <enter> Closes gh-13588"
0,improved names of test methods
2,Fix some maven problems that are blocking the 3.13 release
0,Fix annotation link. EncodedPath is gone.
1,Speling.
0,Convert mockwebserver/QueueDispatcher and Dispatcher to Kotlin (#4998) <enter>  <enter> * Rename mockwebserver/Dispatcher to kt <enter>  <enter> * Convert mockwebserver/Dispatcher to Kotlin <enter>  <enter> * Rename mockwebserver/QueueDispatcher to kt <enter>  <enter> * Convert mockwebserver/QueueDispatcher to Kotlin <enter>  <enter> update
3,Simplify Filter implementations
0,Handshake returns cleaned peer certificates (#5311) <enter>  <enter> * Pass through clean certificates in Handshake <enter>  <enter> * Actual do the work <enter>  <enter> * Add test that cleaner is called <enter>  <enter> * Defer work <enter>  <enter> * cleanup <enter>  <enter> * Clean certs in deprecated method also <enter>  <enter> * Revert more <enter>  <enter> * Inline <enter>  <enter> * Review comments
1,More FEST-isms.
0,Add more obviously missing @Nullable annotations
0,Update to the latest version of okhttp
0,"Mark ThreadGroups created by FailOnTimeout as daemon groups (#1687) <enter>  <enter> Mark ThreadGroup created by FailOnTimeout as a daemon group. <enter>  <enter> Previously, FailOnTimeout destroyed the ThreadGroup, which could cause race conditions if the ThreadGroup was referenced by other threads. <enter>  <enter> Fixes #1652"
0,Pull out ServiceMethod base class <enter>  <enter> This will allow us to support multiple forms of invocation beyond HTTP calls.
3,Add converters module and protobuf converter.
0,Fix flaky CancelTest (#6035) <enter>  <enter> * Fix flaky CancelTest <enter>  <enter> * Test for flaky cancel event
3,merge dev-metadata from upstream and refactor zk store
2,Confirm MockWebServer shutdown is idempotent (#5946)
2,Ensure @EncodedPath is not cast to @Path when processing method.
2,Fix UT problems after structure change
0,Upgrade to Embedded Mongo 1.50.1 <enter>  <enter> Closes gh-4790
0,[Dubbo-4863] add switch of generic invocation with class info (#5412) <enter>  <enter> fix #4863
0,Mark GSON as provided since we jarjar it in.
0,Remove old todo
2,Take care of the TODO to make the inner class static.
0,"change var to val, readonly is better"
0,Document profile activation limitation of .spring-boot-devtools.properties <enter>  <enter> Closes gh-15151
0,#769 Fix many warnings (Eclipse 4.2/Juno based) <enter> - Enh: add new 'staticondemandthreshold' setting to eclipse project jdt.ui preference settings file (although this is in fact not related to kcooney's import ordering change comment)
3,Re-enable 'android' and 'io' tests. Switch to FEST.
0,revert #5072 by logging error msg. (#5084)
1,Modify pom <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@17 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Update documentation for handling of @Field and @Part values.
0,move construction of ConfigChangeEvent outside the lambda expression (#3398)
0,Added some names to list of contributors
0,Fixed broken link to 'How To Ask Questions The Smart Way'.
0,Remove unnecessary dependencies
1,Modify pom <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@9 1a56cb94-b969-4eaa-88fa-be21384802f2
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1383 1a56cb94-b969-4eaa-88fa-be21384802f2
3,TypedFile gets its length from the underlying file now
2,Fix some get prefixes on Cache and ConnectionPool.
0,Implement date formatting and parsing as extensions (#5134)
3,Change log for 2.0.0-beta1.
0,Update CHANGELOG.md
0,Increase severity of bridge methods to ERROR. (#5160) <enter>  <enter> Delete the KotlinSourceCompatibilityTest. It has served its purpose.
3,Update Jackson converter to latest. Add default constructor.
0,Prepare version 2.8.1
0,Add docs for setting Headers with RequestInterceptor
0,add some unit test for dubbo-auth (#5547)
0,Build with Maven 3.1.1 (using Maven Wrapper) <enter>  <enter> This makes the build independent from the Maven version that is <enter> installed on the build machine. E.g. Travis has Maven 3.5.6 installed <enter> that does not support Java 6 anymore. <enter>  <enter> Maven version 3.1.1 is used because all newer version don't support <enter> Java 1.5.
0,"Fix source compatibility for some Kotlin callsites. (#4887) <enter>  <enter> We had a problem where boolean vals needed to be reverted back to <enter> boolean funs. I'd like to go back to vals later, but supporting existing <enter> source patterns is more important. <enter>  <enter> We also had a problem where single abstract method types (SAM types) <enter> could be supplied as lambas when calling into Java but not when calling <enter> into Kotlin. <enter>  <enter> I found these by pointing KotlinSourceCompatibilityTest at the OkHttp <enter>  <enter> Get there like this: <enter>   git co 7eb897ab2e223632b3316bf46a15d37307a3d3b6^ <enter>   git co 7eb897ab2e223632b3316bf46a15d37307a3d3b6 okhttp/build.gradle <enter>   git co 7eb897ab2e223632b3316bf46a15d37307a3d3b6 build.gradle"
0,unit test for metadata
2,[Dubbo-4871] fix cache file name issue in windows platform (#5158)
2,Passing conscrypt test (#5270)
0,Refactor: remove NetUtils.getHostAddress() and relace it with NetUtils.getLocalHost() (#5526)
3,workaround broken system dns behaviour
0,Be more careful around IOExceptions. <enter>  <enter> This adds a first test where a frame is truncated. That has some <enter> unpleasant consequences for the other tests because it means the <enter> MockSpdyPeer is more aggressive about closing the socket when all <enter> frames have been sent. <enter>  <enter> It also reduces the use of exceptions for flow control when handling <enter> bogus incoming frames. This is a bit worse and a bit better; my <enter> goal is to make it easier to differentiate between protocol-level <enter> problems (bogus frames) from transport-level problems (closed sockets <enter> and EOF streams).
0,Remove redundant judgment (#5456)
0,Convert CertificateChainCleaner to Kotlin (#4867) <enter>  <enter> * Move CertificateChainCleaner to Kotlin <enter>  <enter> * Newline
3,Javadocs for three more classes
3,Add package support for 'dubbo-remoting-netty4' module
0,Use Checkstyle's built-in Google style <enter>  <enter> The boilerplate to set this up is unfortunate.
0,Rename withStacktrace() to isException()/isThrowable() <enter>  <enter> Following suggestion by @sf105
3,ExtensionLoader try to load from itself ClassLoader when can not find resources.
0,Remove untrue Callback statement from doc
2,Ensure ByteSinks and Files use FileDescriptor.sync()
0,Give the in-progress code a SNAPSHOT version number.
0,duplicate decrease for ExecuteLimitFilter onError (#4380)
0,"Fix health indicator auto-configuration order <enter>  <enter> Previously, the health auto-configuration `AutoconfigureOrder` entry for <enter> couchbase was referring to the standard couchbase auto-configuration that <enter> is not responsible to configure the `CouchbaseOperations` bean. Yet, the <enter> health indicator implementation was relying on the presence of such a <enter> bean. <enter>  <enter> This commit fixes the `AutoconfigureOrder` entry so that it refers to <enter> `CouchbaseDataAutoConfiguration` now. <enter>  <enter> Closes gh-7543"
0,"follow up for pr#4339, remove the space (#4591)"
0,"[Dubbo-perf]: Reduce object allocation for ProtocolUtils.serviceKey(int, String, String, String) (#5525)"
0,"Reorganized the AssertTest, which had grown unwieldy."
2,Android 11 (#6286)
2,bugfix follow #4127 (#4155)
3,Simplified Theories. Factored out ignoring violated assumptions into its own Link.
0,Reduce context switching cost by optimizing thread model on consumer side. (#4106) <enter>  <enter> * introduce executor manager <enter>  <enter> * consumer thread model <enter>  <enter> * optimize consumer side thread model
0,"fixed Javadoc 'its' <enter> micros -> toMicros, millis -> toMillis, seconds -> toSeconds <enter> fixed Javadoc 3 lines to tab <enter> startTime -> startNanos <enter> endTime -> endNanos <enter> enum SUCCEEDED - > PASSED <enter> equalTo -> is(equalTo)"
0,Upgrade to Netty Tcnative 2.0.29.Final <enter>  <enter> Closes gh-20272
0,Hamcrest 1.2 documented in release notes
0,Used assertArrayEquals to avoid converting an array to a list. <enter>  <enter> Incomplete - task : Issue 551: Resolve sensitive equality in <enter> MethodSorter test.
0,README: ProGuard changes for OkHttp 3.8.0
3,Use a correct implementation of path encoding.
3,revert router from layered path to flat path: <enter> /router/condition -> router-codition
3,Adding a preInvoke callback for right before http call is being made.
0,Convert DiskLruCacheTest to Kotlin (#5933) <enter>  <enter> * Rename DiskLruCacheTest.java to DiskLruCacheTest.kt <enter>  <enter> * Convert DiskLruCacheTest to Kotlin
0,Update concurrency.md (#6290)
0,"Simplification of theory parameter names, since format automatically deals with toString() and nulls."
1,*** empty log message ***
1,Polish
2,Fix hessian-lite spelling mistake (#1779)
3,Introduce ProtocolServer to distinguish from RemotingServer
0,Update to OkHttp 3.10.0.
0,Prepare next development version.
3,Add Gradle wrapper validation
0,Add missing import.
0,Polish 'Fix request factory used with withBasicAuth' <enter>  <enter> Fixes gh-15982
0,Remove unnecessary logging by start-docker script
0,Fix spelling
0,Add `how can I contribute?` section.
2,DUBBO-250 Dubbo client can not supported string message <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1283 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Code review (#3094) <enter>  <enter> * movde compareTo into Configurator as a default method <enter>  <enter> * adjust javado <enter>  <enter> * optimize diamond <enter>  <enter> * polish the code
0,"Use ServerError directly in sessionExpired and serverError. <enter>  <enter> This is a short step on the road to HTTP body format agnostic support. And it's <enter> not a pretty step, either."
0,Remove outdated reference
2,fix methodName and retries in FailoverClusterInvoker (#2145)
0,Add comments for gRPC implementations
0,Adapt links to reflect repo rename
3,add ProtectionDomain for dynamicly created class
2,build.xml should be in junit*.zip
3,Special case String type for multi-part parts.
2,fixes for #544 and #545
0,fix #1919: PROPFIND request should not redirect to GET request
0,Fix javac build <enter>  <enter> Replace both() with allOf()
0,add unit test
3,"Oops, checked in some scaffolding and temporary changes"
3,Jdk8WithJettyBootPlatform - load through bootstrap
0,reformat the code style (#1948)
3,Added release theme header
0,Upgrade to spring-javaformat 0.0.14 <enter>  <enter> Closes gh-17331
0,Use HTTPS links in documentation where possible. <enter>  <enter> Closes: https://github.com/square/retrofit/issues/2425
3,Restore Form URL encoding support.
0,Added arcbees logo
0,Polish docs <enter>  <enter> This commit replaces tabs to spaces in a yaml example for configuring <enter> endpoint web exposure include. <enter>  <enter> Closes gh-14670
3,Remove decoration on all external links
0,Start building against Reactor Dysprosium-SR15 snasphots <enter>  <enter> See gh-24273
2,Fix stub proxy does not work cause of ProxyFactory.getProxy change (#5838) <enter>  <enter> fix #5836
2,Fix IntelliJ auto-formatting.
0,Restricted ciphers (#3908) <enter>  <enter> Add a 'best practice' restricted TLS connection spec
3,JUnitMatchers.matches creates any type <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
0,Make file detection more resilient across restarts <enter>  <enter> Retain file snapshot state across devtools restarts to help prevent <enter> detection failures. <enter>  <enter> Closes gh-19543
0,Upgrade to Spring Data Ingalls SR10 <enter>  <enter> Closes gh-11673
0,Result implements future and keep Filter backward compatibility. (#3916)
0,bumped revision to 0.2-SNAPSHOT
0,Update multipart documentation.
0,Upgrade to Jetty 9.4.33.v20201020 <enter>  <enter> Closes gh-23893
0,Document default value change for proxy-target-class <enter>  <enter> This commit documents the change to the default value for <enter> spring.aop.proxy-target-class by clarifying when the default is true vs <enter> false. <enter>  <enter> See gh-10134
3,Adopt idiomatic Kotlin in Headers
0,Upgrade to Reactor Dysprosium-SR1 <enter>  <enter> Closes gh-18741
0,AndroidLog: Added getTag() and logChunk() methods <enter>  <enter>  ?for easier subclassing.
0,Upgrade to Checkstyle 7.7.
0,Add @Override annotations
0,fix for #49 Master now builds on windows.
3,Changing Server to implement IServer interface.
3,Propagate callback executor even when not explicitly specified. <enter>  <enter> This lets custom CallAdapter implementations use the platform default for their callbacks.
0,Remove unnecessary use of grouping parentheses <enter>  <enter> Let's remove warnings found by errorprone. <enter>  <enter> - attempt <enter> ``` <enter> okhttp/okhttp/src/test/java/okhttp3/CallTest.java:2056: warning: [UnnecessaryParentheses] Unnecessary use of grouping parentheses <enter>             sink.writeUtf8('attempt ' + (attempt++)); <enter>                                         ^ <enter>     (see https://errorprone.info/bugpattern/UnnecessaryParentheses) <enter>   Did you mean 'sink.writeUtf8('attempt ' + attempt++);'? <enter> ``` <enter>  <enter> - isEaualTo <enter> ``` <enter> okhttp/src/test/java/okhttp3/OkHttpClientTest.java:287: warning: [UnnecessaryParentheses] Unnecessary use of grouping parentheses <enter>       assertThat(expected.getMessage()).isEqualTo(('protocols must not contain null')); <enter>                                                   ^ <enter>     (see https://errorprone.info/bugpattern/UnnecessaryParentheses) <enter> ```
1,Polish
3,Adjust pull request template
0,fix #789: Reorder test to ensure call is canceled before its body is returned.
0,"Finished release notes, I think"
0,Add @PartMap annotation.
0,Change COMPATIBLE_TLS to be TLSv1.0 and not SSLv3 <enter>  <enter> Based on a discussion with Jesse Wilson during <enter> https://github.com/square/okhttp/pull/1189.
0,Use ResponseBody to model the response body everywhere. <enter>  <enter> This makes cache writing and gzip layering work a bit nicer <enter> because there are fewer fields in HttpEngine to track the <enter> various competing streams.
3,Adapter Javadoc details.
0,up version
2,Fix ResultMatchers#hasFailureContaining (#1292) <enter>  <enter> ResultMatchers.hasFailureContaining() should not match when the given PrintableResult has no failures.
3,Make serialization of Result compatible with 4.11
3,Provide a mutable server implementation. Update Server API to conform.
0,Avoid creating unnecessary garbage during URL normalization <enter>  <enter> Closes gh-11207
0,Beef up Request's toString <enter>  <enter> Previously it unconditionally showed tags even if empty and would not show headers.
3,Added parameter to annotation to mark exceptions in datapoint methods as ignorable.
3,Move emptySuite method to Suite <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
3,adding annotation validators functionality
0,Update JUnit 5 teaser
0,Updating dependencies version
2,"Fixed #946, route rule should always run when changed, but should only run at every invoke when RUNTIME_KEY is true."
0,Update deploy_snapshot.sh to temporarily ignore javadoc errors and compile tests but not run (#3821)
0,Add more contributors
2,fixed issue #89 (wrong JavaDoc of Parameterized)
0,extract duplicate code to a method (#5541)
0,Remove synchronous from ErrorHandler docs
0,Fix an invalid HTML entity in the SlackApi Javadoc. <enter>  <enter> And-per-se-and
2,Fix indentation
0,rename log file from alibaba to custom-access (#2057)
3,Remove @Deprecated from MethodRule and related methods.
0,Prepare for 1.2.1.
0,Upgrade to Freemarker 2.3.29 <enter>  <enter> Closes gh-18036
0,Document HttpLoggingInterceptor.redactHeader()
3,Add default constructor to SimpleXmlConverter
0,Fix typo `Assert4J` -> `AssertJ` <enter>  <enter> See gh-22948
0,Generate default values from Duration and Period .ZERO <enter>  <enter> Closes gh-23082
3,Add coroutine support to BehaviorDelegate
2,Wrong href link for Java API in JUnit Javadoc
3,"added core, io, and http modules"
0,Remove duplicate dependency from [dubbo-bom] and [dubbo-demo-xml-consumer] (#5799)
3,"Single-datapoint methods are now only called if the return types could be relevant, and theory parameter signatures are compared with types via a prebuilt map rather than reflection."
0,enhance comments (#2735)
3,Merging from AlistairIsrael-classrules on github to ppreserve history because of non-fast forward merge (whatever that means)
0,Prepare next development version
3,add support for Observable requests with RxJava <enter>  <enter> Service interface methods may now specify Observable as a return type.
0,Add tests for serialization of Result.assumptionFailureCount.
0,"DiskLruCache snapshot() method removing entries that are being cached (#3905) <enter>  <enter> Fixed a bug I found. <enter> When using DiskLruCache, hasNext() method of Iterator<Snapshot> returned by snapshot() method iterates through lruEntries, however if entry is not completed yet, it is removed (together with dirtyFiles) as cleanFiles don't exist yet - during saving response to disk. This caused sometimes file not being cached at all."
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1388 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Upgrade to Flyway 5.2.4 <enter>  <enter> Closes gh-15514
0,"Partially revert connection timeout behavior <enter>  <enter> Related to issue #1790. <enter>  <enter> If there is a *connection* timeout the next route should <enter> be tried. Timeouts during a request/response should <enter> probably not be retried. <enter>  <enter> The timeout/interrupt behavior was changed in PR #1257 <enter> for issue #1146. This modified both connection and <enter> request/response behavior. The issue reported was actually <enter> about the use of Thread.interrupt(), not timeouts, but the <enter> behavior change modified both behavior for interrupt and <enter> timeout. <enter>  <enter> PR #1388 split the handling of exceptions so that separate <enter> code now handles connection errors from that which handles <enter> request/response errors. It faithfully kept the behavior <enter> from PR #1257. <enter>  <enter> The modification of the timeout behavior during *connection* <enter> caused problems on Android. Now that the two types of error <enter> handling are split it's possible to deal with them <enter> differently and return the connection behavior to trying <enter> the next route. This does not modify behavior during <enter> request/response."
3,Switch to GitHub Actions
2,Skip buffer allocation when not needed.
2,fix travis cov (#2337)
0,make metadata key contain : when version and group is empty (#4465)
0,Remove redundant code (#4885) <enter>  <enter> * Optimize StringBuilder#append <enter>  <enter> * Remove redundant code
2,First sample is synchronous.
0,Fixing Interceptor->Rule name changes
2,RunNotifier.pleaseStop() is now thread-safe
0,Ensure that JtaAutoConfiguration runs before ArtemisAutoConfiguration <enter>  <enter> Closes gh-7062
0,Prepare next development version.
0,Upgrade to Spring Session Apple-SR4 <enter>  <enter> Closes gh-13888
0,License link on junit.org <enter>  <enter> Added prominent link to the project's license. <enter>  <enter> This patch fixes #1162. <enter>  <enter> Signed-off-by: Allon Mureinik <mureinik@gmail.com>
0,Expose static factory for Invocation <enter>  <enter> Also rework the internals of how an Invocation gets instantiated and set as a tag on the Request. This will make a future change easier to land.
0,Document that CRaSH commands written in Java are not supported <enter>  <enter> Closes gh-7471
3,Added 'What's the difference between a failure and an error?'
3,Bump test dependencies.
0,Change the cache to have non-shared semantics. <enter>  <enter> This means we'll cache responses that use an 'Authorization' header. This <enter> means OkHttp's cache shouldn't be used on middleboxes that sit between <enter> user agents and the origin server; in practice this is never a use case <enter> for OkHttp. <enter>  <enter> Fixes https://github.com/square/okhttp/issues/1035
3,Revert 'Measure time' <enter>  <enter> This reverts commit 853a80d3ff56facc18ed3efcec32fcc9eb959dc9.
0,Prepare version 2.7.1
0,Update javadoc based on PR comment.
3,Moved InitializationError into proper package
0,add jdk11 to travis ci (#2487) <enter>  <enter> * add jdk11 to travis ci <enter> * Update .travis.yml <enter> * upgrade jacoco to support jdk11
0,just for modify comments and imports (#3227)
3,client: Added url field to Response class
3,Adding javadoc. Move Enclosed to experimental.
0,added ReleaseNotes for 4.5
3,"Add PUT, DELETE support to RestAdapter"
0,Update build_tests.sh to test 'ant profile'
3,Add simple package info to root package.
0,Remove unused code.
0,Add @WebServiceClientTest slice test support <enter>  <enter> Add `@WebServiceClientTest` and related test auto-configuration to allow <enter> slice testing of Spring Web Service client applications. <enter>  <enter> See gh-17274
0,Move TestClassTest to package org.junit.runners.model. <enter>  <enter> It is common to add tests to the same package as the class under test.
0,issue #198: validate header names per rfc 2616
2,Fix mockwebserver jar download 404
0,polish NetUtils#matchIpRange (#5773)
0,Fix issue 30. Make TestWatcher abstract.
3,rename package name from CommandImpl to impl
3,"Skip UTF-8 decode of keys, defer UTF-8 decode of data"
1,Changes in response to code review from @kcooney.
0,More docs for HttpUrl. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2577 <enter> Closes: https://github.com/square/okhttp/issues/2263
0,Bump version back to SNAPSHOT
0,Polish 'Clarify edge case docs on ConditionalOnClass' <enter>  <enter> Closes gh-8185
0,refactor some string operations with StringUtils (#5112) <enter>  <enter> refactor string empty check statements.
0,update changes for 2.7.1
3,generate urls directly for non-dubbo service instances.
2,to process a scenario when service type is not available and service invocation is not generic either <enter>  <enter> to process a scenario when service type is not available and service invocation is not generic either
0,provide more meaningful binary releases. (#3987) <enter>  <enter> fixes #2491
0,Allowlist Sample for connecting to Dev servers (#5868)
3,Introduce builder pattern to instantiate RestAdapter. <enter>  <enter> Headers and profiler are now optional. Convenience methods for specifying a String URL or an <enter> HttpClient directly are also provided.
0,"Failed, second connection and call.enqueue EventListener tests (#3562) <enter>  <enter> * more tests <enter>  <enter> * cleanup <enter>  <enter> * review comments <enter>  <enter> * fix flaky test"
0,Updated README.html
0,Improve some Markdown
3,Skip a UTF-8 BOM if present.
1,test flush
0,Polish contribution <enter>  <enter> Closes gh-15984
0,Add proxy event logging (#5300)
0,"Move connection pooling logic. <enter>  <enter> Previously we had this ugly, awkward release() method that <enter> attempted to manage connection pooling, discarding streams <enter> for caching, and closing broken streams. <enter>  <enter> Move connection reuse to HttpConnection, with policy informed <enter> by HttpEngine. It specifies what to do when the connection <enter> becomes idle: pool, close or hold. The connection does what <enter> it's told."
3,Added one link
3,set all router rule enabled by default
2,code rule (#3651)
3,Use Gson instance as factory for reader to honor config. <enter>  <enter> This allows settings like support for leniency to be honored.
0,"- Moved InitializationError to ParentRunner, since it was only used by <enter>   subclasses of ParentRunner. <enter> - Broke up TestMethod into FrameworkMethod (which makes it more clear <enter>   that these methods can also be Before, After, etc.), and <enter>   TestAnnotation (for specific information only available on the @Test <enter>   annotation). <enter> - Created TestMethodElement to encapsulate the relationship between <enter>   @Test, @Before, and @After.  This class may go away again quickly <enter> - Updated version in docs to 4.5 <enter> - Included docs about junit-dep jar"
1,Modification in response to code review from @kcooney and @dsaff.
2,StopWatch does not need to be abstract. <enter>  <enter> Fixes #1110.
0,Update version to 4.6-SNAPSHOT
0,Prepare next development version.
0,Polish new layered jar support
3,update change list
2,Fix correctness of WebSocketReader reserved flags test
0,Replaced IllegalArgumentException for IOException <enter>  <enter> It's more consistent to throw an IOException instead of an <enter> IllegalArgumentException
0,Update to Okio 1.1.0.
1,Updated gitignore
